ExportDate;StudioVersionRec;StudioProjectName;StudioTestName;ParticipantName;[Q01]Value;RecordingName;RecordingDate;RecordingDuration;RecordingResolution;FixationFilter;MediaName;MediaPosX (ADCSpx);MediaPosY (ADCSpx);MediaWidth;MediaHeight;SegmentName;SegmentStart;SegmentEnd;SegmentDuration;SceneName;SceneSegmentStart;SceneSegmentEnd;SceneSegmentDuration;RecordingTimestamp;LocalTimeStamp;EyeTrackerTimestamp;MouseEventIndex;MouseEvent;MouseEventX (ADCSpx);MouseEventY (ADCSpx);MouseEventX (MCSpx);MouseEventY (MCSpx);KeyPressEventIndex;KeyPressEvent;StudioEventIndex;StudioEvent;StudioEventData;ExternalEventIndex;ExternalEvent;ExternalEventValue;EventMarkerValue;FixationIndex;SaccadeIndex;GazeEventType;GazeEventDuration;FixationPointX (MCSpx);FixationPointY (MCSpx);AOI[CatUL_face]Hit;AOI[CatUR_face]Hit;AOI[CatLR_face]Hit;AOI[CatLL_face]Hit;AOI[CatUL_body]Hit;AOI[CatUR_body]Hit;AOI[CatLL_body]Hit;AOI[CatLR_body]Hit;AOI[DogUL_body]Hit;AOI[DogUR_body]Hit;AOI[DogLL_body]Hit;AOI[DogLR_body]Hit;AOI[DogUL_face]Hit;AOI[DogUR_face]Hit;AOI[DogLL_face]Hit;AOI[DogLR_face]Hit;AOI[BabyUL_body]Hit;AOI[BabyUR_body]Hit;AOI[BabyLL_body]Hit;AOI[BabyLR_body]Hit;AOI[BabyUL_face]Hit;AOI[BabyUR_face]Hit;AOI[BabyLL_face]Hit;AOI[BabyLR_face]Hit;GazePointIndex;GazePointLeftX (ADCSpx);GazePointLeftY (ADCSpx);GazePointRightX (ADCSpx);GazePointRightY (ADCSpx);GazePointX (ADCSpx);GazePointY (ADCSpx);GazePointX (MCSpx);GazePointY (MCSpx);GazePointLeftX (ADCSmm);GazePointLeftY (ADCSmm);GazePointRightX (ADCSmm);GazePointRightY (ADCSmm);StrictAverageGazePointX (ADCSmm);StrictAverageGazePointY (ADCSmm);EyePosLeftX (ADCSmm);EyePosLeftY (ADCSmm);EyePosLeftZ (ADCSmm);EyePosRightX (ADCSmm);EyePosRightY (ADCSmm);EyePosRightZ (ADCSmm);CamLeftX;CamLeftY;CamRightX;CamRightY;DistanceLeft;DistanceRight;PupilLeft;PupilRight;ValidityLeft;ValidityRight;IRMarkerCount;IRMarkerID;PupilGlassesRight
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1043;13:12:00.264;1673269092034320;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;10;1104;543;987;576;1045;559;1045;499;298,33;177,65;266,71;168,67;282,52;173,16;216,42;231,73;576,75;275,29;229,85;584,40;;;;;627,42;627,42;4,01;4,18;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1060;13:12:00.281;1673269092051070;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;11;1112;537;992;574;1052;555;1052;495;300,24;179,28;268,03;169,07;284,13;174,17;216,47;231,85;577,03;275,35;229,73;584,21;;;;;627,73;627,73;4,02;4,17;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1077;13:12:00.298;1673269092067690;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;12;1106;538;999;571;1052;554;1052;494;298,73;178,84;269,83;170,10;284,28;174,47;216,57;231,71;576,75;275,44;229,82;584,46;;;;;627,40;627,40;4,03;4,20;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1093;13:12:00.314;1673269092084310;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;13;1107;539;995;577;1051;558;1051;498;299,00;178,64;268,68;168,45;283,84;173,54;216,61;231,84;577,05;275,50;229,74;584,30;;;;;627,72;627,72;4,05;4,22;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1110;13:12:00.331;1673269092100940;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;14;1101;532;1002;582;1051;557;1051;497;297,38;180,61;270,67;166,99;284,02;173,80;216,69;231,76;576,90;275,55;229,68;584,24;;;;;627,56;627,56;4,03;4,21;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1127;13:12:00.348;1673269092117680;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;15;1112;548;995;581;1053;564;1053;504;300,42;176,30;268,80;167,28;284,61;171,79;216,75;231,72;576,85;275,62;229,83;584,62;;;;;627,49;627,49;4,05;4,22;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1143;13:12:00.364;1673269092134300;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;16;1111;550;999;584;1055;567;1055;507;300,21;175,76;269,87;166,53;285,04;171,14;216,76;231,89;577,23;275,67;229,76;584,52;;;;;627,90;627,90;4,07;4,23;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1160;13:12:00.381;1673269092150930;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;17;889;485;847;530;868;507;868;447;240,05;193,29;228,89;180,95;234,47;187,12;216,43;231,98;577,45;275,23;229,82;584,53;;;;;628,16;628,16;4,13;4,29;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1176;13:12:00.397;1673269092167550;;;;;;;;;;;;;;;;2;;Fixation;283;1048;496;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;18;522;243;589;400;555;321;555;261;141,00;258,63;159,19;216,28;150,10;237,46;216,03;232,52;579,00;274,47;230,17;585,00;;;;;629,82;629,82;4,17;4,27;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1193;13:12:00.414;1673269092184300;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;19;261;205;269;192;265;198;265;138;70,42;269,02;72,78;272,41;71,60;270,71;215,64;232,75;578,91;274,08;230,79;586,48;;;;;629,86;629,86;4,14;4,25;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1210;13:12:00.431;1673269092200920;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;20;364;223;122;170;243;196;243;136;98,43;264,03;33,05;278,48;65,74;271,25;215,64;230,39;573,54;273,92;230,87;586,23;;;;;624,01;624,01;3,98;4,18;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1226;13:12:00.447;1673269092217540;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;21;249;186;140;195;194;190;194;130;67,26;274,06;37,94;271,53;52,60;272,80;215,66;230,35;573,56;274,01;230,98;586,18;;;;;624,01;624,01;3,99;4,14;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1243;13:12:00.464;1673269092234160;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;22;-98;-201;155;218;28;8;;;-26,56;378,58;41,74;265,48;7,59;322,03;215,57;235,01;584,34;274,11;230,81;585,81;;;;;635,73;635,73;4,32;4,08;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1260;13:12:00.481;1673269092250910;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;23;-347;-489;124;206;-111;-141;;;-93,67;456,48;33,59;268,76;-30,04;362,62;215,60;234,74;584,45;274,21;230,84;585,80;;;;;635,71;635,71;4,44;4,05;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1276;13:12:00.497;1673269092267530;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;24;-92;-189;146;227;27;19;;;-24,89;375,38;39,43;262,92;7,27;319,15;215,67;235,12;584,39;274,29;230,82;585,78;;;;;635,81;635,81;4,18;3,96;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1293;13:12:00.514;1673269092284150;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;25;-362;-471;111;209;-125;-131;;;-97,79;451,60;29,85;267,89;-33,97;359,74;215,73;234,83;584,51;274,41;230,85;585,77;;;;;635,79;635,79;4,36;3,91;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1310;13:12:00.531;1673269092300780;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;26;-429;-570;145;220;-142;-175;;;-115,91;478,39;39,16;264,83;-38,38;371,61;215,83;234,78;584,53;274,46;230,87;585,87;;;;;635,78;635,78;4,46;3,88;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1326;13:12:00.547;1673269092317520;;;;;;;;;;;;;;;;3;;Fixation;150;80;45;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;27;;;132;215;132;215;132;155;;;35,72;266,22;;;;;;274,57;231,05;586,27;;;;;;0,00;;3,84;4;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1343;13:12:00.564;1673269092334150;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;28;;;146;221;146;221;146;161;;;39,35;264,54;;;;;;274,62;230,94;586,01;;;;;;0,00;;3,81;4;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1360;13:12:00.581;1673269092350770;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;29;335;226;276;136;305;181;305;121;90,38;263,21;74,44;287,59;82,41;275,40;215,76;233,21;578,80;274,34;230,36;585,29;;;;;629,94;629,94;3,65;3,78;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1376;13:12:00.597;1673269092367390;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;30;321;196;290;120;305;158;305;98;86,62;271,22;78,28;291,80;82,45;281,51;215,82;233,21;578,80;274,40;230,46;585,41;;;;;629,94;629,94;3,67;3,78;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1393;13:12:00.614;1673269092384140;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;31;317;184;295;126;306;155;306;95;85,55;274,59;79,69;290,31;82,62;282,45;215,85;233,22;578,79;274,43;230,44;585,31;;;;;629,94;629,94;3,69;3,75;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1410;13:12:00.631;1673269092400760;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;32;334;202;296;117;315;159;315;99;90,28;269,84;79,98;292,62;85,13;281,23;215,88;233,24;578,79;274,46;230,45;585,31;;;;;629,94;629,94;3,63;3,71;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1426;13:12:00.647;1673269092417380;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;33;345;221;299;122;322;171;322;111;93,30;264,54;80,64;291,32;86,97;277,93;215,85;233,37;578,98;274,47;230,45;585,32;;;;;630,17;630,17;3,63;3,70;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1443;13:12:00.664;1673269092434000;;;;;;;;;;;;;;;;4;;Fixation;116;305;113;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;34;255;216;209;133;232;174;232;114;68,82;265,93;56,34;288,44;62,58;277,18;215,79;233,48;579,26;274,36;230,55;585,44;;;;;630,47;630,47;3,62;3,69;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1460;13:12:00.681;1673269092450750;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;35;264;221;219;131;241;176;241;116;71,26;264,54;59,04;288,88;65,15;276,71;215,80;233,51;579,29;274,38;230,64;585,55;;;;;630,51;630,51;3,61;3,68;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1476;13:12:00.697;1673269092467380;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;36;276;232;215;125;245;178;245;118;74,48;261,62;58,07;290,61;66,28;276,12;215,84;233,55;579,27;274,41;230,64;585,57;;;;;630,51;630,51;3,61;3,66;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1493;13:12:00.714;1673269092484000;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;37;259;205;221;130;240;167;240;107;69,85;268,99;59,81;289,22;64,83;279,10;215,87;233,45;579,17;274,43;230,64;585,59;;;;;630,37;630,37;3,61;3,65;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1509;13:12:00.730;1673269092500620;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;38;257;201;211;133;234;167;234;107;69,40;270,11;56,98;288,28;63,19;279,20;215,90;233,41;579,16;274,45;230,59;585,54;;;;;630,34;630,34;3,61;3,62;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1526;13:12:00.747;1673269092517370;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;39;260;213;224;138;242;175;242;115;70,19;266,63;60,61;286,90;65,40;276,76;215,92;233,40;579,21;274,49;230,64;585,71;;;;;630,38;630,38;3,59;3,61;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1543;13:12:00.764;1673269092533990;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;40;271;211;212;140;241;175;241;115;73,29;267,19;57,38;286,49;65,33;276,84;215,93;233,44;579,34;274,53;230,72;585,92;;;;;630,52;630,52;3,56;3,59;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1559;13:12:00.780;1673269092550610;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;41;262;213;213;133;237;173;237;113;70,72;266,64;57,63;288,32;64,17;277,48;215,93;233,48;579,46;274,55;230,71;585,97;;;;;630,64;630,64;3,56;3,59;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1576;13:12:00.797;1673269092567230;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;42;270;206;206;125;238;165;238;105;72,82;268,62;55,64;290,47;64,23;279,55;215,95;233,44;579,46;274,55;230,64;585,89;;;;;630,63;630,63;3,54;3,57;0;0;;;
2023-01-19;3.2.2;ET psychophysiology 1;New test;P01;1;Rec 01;2023-01-09;66893;1920 x 1200;Tobii Fixation Filter;1.png;0;60;1920;1080;;;;;;;;;1593;13:12:00.814;1673269092583980;;;;;;;;;;;;;;;;5;;Fixation;783;219;114;1;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;43;255;203;218;129;236;166;236;106;68,94;269,31;58,97;289,46;63,96;279,38;215,95;233,49;579,63;274,56;230,61;585,91;;;;;630,80;630,80;3,56;3,56;0;0;;;
